"Attrition","Age","MonthlyIncome","PercentSalaryHike","PerformanceRating","JobLevel","TotalWorkingYears","Education","EnvironmentSatisfaction","TrainingTimesLastYear","RelationshipSatisfaction","JobSatisfaction","DistanceFromHome","WorkLifeBalance","JobInvolvement","StockOptionLevel","NumCompaniesWorked","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Gender","OverTime","EducationField","BusinessTravel","Department","MaritalStatus","JobRole","HourlyRate","DailyRate","MonthlyRate"
0,34,4724,13,3,2,9,4,3,3,1,4,10,3,4,1,1,9,7,7,2,"1","0","Life Sciences","Travel_Frequently","Research & Development","Divorced","Manufacturing Director",42,426,17000
0,49,3211,14,3,1,10,4,3,3,4,1,25,2,3,1,1,9,6,1,4,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",84,722,22102
0,39,5377,13,3,2,10,5,2,3,4,1,10,3,3,3,2,7,7,7,7,"1","0","Medical","Travel_Rarely","Research & Development","Married","Manufacturing Director",76,1387,3835
0,27,4066,11,3,1,7,3,4,3,1,1,19,3,2,2,1,7,7,0,7,"1","0","Other","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",67,1302,16290
0,35,5208,11,3,2,16,5,2,2,4,1,18,3,4,0,1,16,15,1,10,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",48,819,26312
0,28,4877,21,4,2,6,3,2,5,2,1,27,2,1,1,0,5,3,0,0,"0","0","Medical","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",39,580,20460
0,21,3117,18,3,1,3,1,3,2,3,4,5,3,3,0,1,2,2,2,2,"1","0","Medical","Travel_Rarely","Research & Development","Single","Research Scientist",97,546,26009
1,18,1569,12,3,1,0,2,2,2,3,4,3,4,3,0,1,0,0,0,0,"0","1","Medical","Travel_Frequently","Sales","Single","Sales Representative",70,544,18420
0,47,19658,11,3,5,27,4,4,2,3,3,26,3,3,1,3,5,2,1,0,"0","0","Life Sciences","Travel_Rarely","Human Resources","Married","Manager",98,1176,5220
0,39,3069,15,3,2,11,2,3,3,4,3,3,3,2,1,0,10,8,0,7,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",76,170,10302
0,40,10435,13,3,3,18,3,1,2,4,3,15,3,2,2,1,18,15,14,12,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manufacturing Director",80,884,25800
0,35,4148,12,3,2,15,4,3,5,4,3,8,3,3,1,1,14,11,2,9,"0","0","Life Sciences","Non-Travel","Research & Development","Married","Healthcare Representative",52,208,12250
0,37,5768,17,3,2,9,3,3,2,1,3,19,2,3,3,3,4,3,0,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manufacturing Director",85,671,26493
0,39,5042,13,3,2,10,3,1,2,4,3,4,1,3,0,0,9,2,3,8,"0","0","Medical","Travel_Frequently","Research & Development","Single","Manufacturing Director",81,711,3140
0,45,5770,19,3,2,10,2,4,3,1,4,2,3,2,2,1,10,7,3,9,"0","0","Other","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",59,1329,5388
0,38,7756,19,3,3,10,2,4,6,4,3,2,4,2,1,3,5,4,0,2,"0","1","Medical","Travel_Rarely","Research & Development","Married","Manufacturing Director",54,397,14199
1,35,10306,17,3,3,15,3,4,3,3,1,10,3,2,0,9,13,12,6,0,"1","0","Medical","Travel_Rarely","Sales","Married","Sales Executive",55,737,21530
0,37,3936,11,3,1,8,3,2,2,1,2,10,1,3,1,1,8,4,7,7,"0","0","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",71,1470,9953
0,40,7945,15,3,3,18,3,3,2,4,4,16,2,3,0,6,4,2,3,3,"0","1","Life Sciences","Travel_Rarely","Research & Development","Single","Manufacturing Director",84,448,19948
0,44,5743,11,3,2,14,5,1,3,3,4,1,3,3,0,4,10,7,0,2,"1","1","Human Resources","Travel_Frequently","Human Resources","Married","Human Resources",37,602,10503
0,48,15202,25,4,4,23,5,3,3,2,4,4,3,2,1,2,2,2,2,2,"1","0","Medical","Travel_Frequently","Research & Development","Married","Manager",89,365,5602
1,35,5440,14,3,2,7,2,1,2,4,4,15,2,1,2,6,2,2,2,2,"1","1","Medical","Travel_Rarely","Sales","Divorced","Sales Executive",59,763,22098
0,24,3760,13,3,1,6,1,1,2,3,4,2,3,3,0,1,6,3,1,3,"0","1","Technical Degree","Travel_Frequently","Research & Development","Single","Research Scientist",32,567,17218
0,27,3517,17,3,1,5,3,2,0,1,3,8,3,4,0,7,3,2,0,2,"0","0","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",86,486,22490
0,27,2580,13,3,1,6,3,4,0,3,4,2,2,3,0,2,4,2,1,2,"1","0","Medical","Travel_Frequently","Research & Development","Single","Research Scientist",87,591,6297
1,40,2166,14,3,1,10,3,1,3,2,1,7,1,3,0,3,4,2,0,3,"1","1","Life Sciences","Travel_Rarely","Research & Development","Single","Laboratory Technician",73,1329,3339
0,29,5869,11,3,2,8,3,3,2,3,3,10,3,2,0,9,5,2,1,4,"1","0","Medical","Travel_Rarely","Sales","Single","Sales Executive",42,469,23413
0,36,8008,12,3,3,9,4,2,6,3,1,5,3,3,2,4,3,2,0,2,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",42,711,22792
0,25,5206,17,3,2,7,1,4,6,3,3,2,3,4,2,1,7,7,0,7,"1","0","Life Sciences","Travel_Frequently","Research & Development","Divorced","Manufacturing Director",77,772,4973
0,39,5295,21,4,2,7,3,4,3,3,2,12,3,3,0,4,5,4,1,0,"1","0","Medical","Travel_Rarely","Research & Development","Married","Manufacturing Director",66,492,7693
0,49,16413,16,3,4,27,4,1,2,2,2,22,3,3,2,3,4,2,1,2,"0","0","Other","Travel_Rarely","Research & Development","Married","Research Director",72,301,3498
0,50,13269,15,3,3,19,5,4,3,3,1,17,3,2,3,5,14,11,1,11,"0","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Director",50,813,21981
0,20,2783,19,3,1,2,3,3,3,1,3,2,3,3,0,1,2,2,2,2,"0","0","Medical","Travel_Rarely","Sales","Single","Sales Representative",31,1141,13251
0,34,5433,12,3,2,11,3,4,2,3,2,3,3,3,1,1,11,8,7,9,"0","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Scientist",66,1130,19332
0,36,2013,11,3,1,15,3,1,4,3,2,7,3,3,0,2,4,3,1,3,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Laboratory Technician",77,311,10950
0,49,13966,19,3,4,30,1,3,3,2,3,6,3,2,1,2,15,11,2,12,"0","1","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",41,465,11652
0,36,4374,15,3,2,4,4,4,6,3,3,1,3,2,0,0,3,2,1,2,"0","0","Medical","Non-Travel","Research & Development","Married","Manufacturing Director",33,894,15411
0,36,6842,20,4,2,13,2,4,3,1,1,3,3,4,1,6,5,4,0,4,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Healthcare Representative",79,1040,26308
0,54,17426,25,4,4,36,5,2,6,3,3,22,3,3,1,3,10,8,4,7,"0","0","Medical","Travel_Rarely","Research & Development","Married","Manager",91,584,18685
0,43,17603,24,4,4,14,2,3,3,1,3,15,3,2,1,1,14,10,6,11,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Director",65,1291,3525
1,35,4581,24,4,2,13,4,4,2,1,4,12,4,3,0,3,11,9,6,7,"1","1","Other","Travel_Frequently","Sales","Single","Sales Executive",36,880,10414
0,38,4735,15,3,2,19,3,4,4,4,4,1,4,3,2,7,13,11,2,9,"1","0","Life Sciences","Travel_Frequently","Research & Development","Married","Research Scientist",90,1189,9867
0,29,4187,13,3,2,10,3,1,3,2,2,5,2,2,1,1,10,0,0,9,"1","1","Medical","Travel_Rarely","Sales","Divorced","Sales Executive",43,991,3356
0,33,5505,14,3,2,6,4,4,5,3,4,2,3,3,2,1,6,2,0,4,"1","0","Medical","Travel_Rarely","Sales","Divorced","Sales Executive",93,392,3921
0,32,5470,13,3,2,10,3,4,4,3,2,2,2,3,2,0,9,5,1,6,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Research Scientist",45,977,25518
0,31,5476,11,3,2,10,4,1,2,1,4,5,3,3,2,1,10,0,0,2,"0","0","Life Sciences","Travel_Rarely","Sales","Married","Sales Executive",67,1112,22589
0,49,2587,16,3,1,17,3,4,2,2,1,16,2,3,1,4,2,2,2,2,"0","1","Medical","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",74,464,24941
0,38,2440,22,4,1,4,3,4,3,2,2,2,3,2,0,1,4,3,3,3,"0","0","Medical","Travel_Frequently","Research & Development","Single","Laboratory Technician",42,148,23826
0,47,15972,14,3,4,29,4,2,2,3,2,2,3,4,3,6,3,2,1,2,"0","0","Life Sciences","Travel_Rarely","Sales","Divorced","Manager",47,1225,21086
0,49,15379,14,3,4,23,3,3,2,1,3,1,3,3,0,4,8,7,0,0,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Manager",36,809,22384
0,41,7082,16,3,3,21,2,4,2,4,3,23,3,3,0,3,2,0,0,2,"1","1","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",80,1206,11591
0,20,2728,11,3,1,2,1,4,3,1,1,9,3,3,0,1,2,2,0,2,"1","0","Life Sciences","Travel_Rarely","Sales","Single","Sales Representative",54,727,21082
0,33,5368,25,4,2,7,3,3,2,3,4,16,3,3,1,1,6,5,1,2,"0","1","Life Sciences","Non-Travel","Sales","Divorced","Sales Executive",36,530,16130
0,36,5347,14,3,2,10,4,1,2,2,3,26,2,3,2,6,3,2,0,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",80,1351,7419
0,44,3195,18,3,1,8,3,3,2,1,4,1,3,3,3,4,2,2,2,2,"0","1","Life Sciences","Travel_Rarely","Human Resources","Divorced","Human Resources",44,528,4167
1,23,3989,11,3,1,5,1,4,2,1,3,8,3,2,0,1,5,4,1,2,"1","1","Medical","Travel_Rarely","Research & Development","Single","Laboratory Technician",93,1320,20586
0,38,3306,19,3,1,7,2,4,5,4,3,4,2,3,1,7,0,0,0,0,"0","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",87,1495,26176
0,53,7005,15,3,3,11,4,2,2,3,4,24,3,4,0,3,4,3,1,2,"1","0","Medical","Travel_Rarely","Research & Development","Married","Healthcare Representative",48,1395,3458
1,48,2655,11,3,1,19,2,4,3,3,3,7,3,3,2,2,9,7,7,7,"0","1","Medical","Travel_Frequently","Sales","Married","Sales Representative",95,708,11740
1,32,1393,12,3,1,1,4,4,2,1,2,2,3,3,0,1,1,0,0,0,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Laboratory Technician",95,1259,24852
0,26,2570,20,4,1,7,3,4,5,3,4,7,3,3,0,1,7,7,5,7,"1","0","Medical","Non-Travel","Research & Development","Single","Laboratory Technician",76,786,11925
0,55,3537,12,3,1,8,3,1,1,4,2,22,3,2,1,5,4,2,1,2,"1","0","Technical Degree","Travel_Rarely","Research & Development","Divorced","Research Scientist",94,1441,23737
0,34,3986,14,3,2,15,2,2,3,3,4,5,4,2,1,1,15,10,4,13,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",57,1157,11912
0,60,10883,20,4,3,19,4,3,2,3,4,1,4,1,1,3,1,0,0,0,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Healthcare Representative",92,370,20467
0,33,2028,18,3,1,14,3,2,6,4,2,21,3,4,3,1,14,11,2,13,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",79,267,13637
0,37,9525,14,3,2,6,4,3,2,3,4,1,2,1,2,1,6,3,1,3,"1","0","Medical","Travel_Frequently","Sales","Divorced","Sales Executive",31,1278,7677
0,34,2929,12,3,1,10,3,2,3,2,4,19,3,2,0,1,10,9,8,7,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",35,678,20338
1,23,2275,21,4,1,3,3,3,2,2,4,7,3,3,1,1,3,2,0,2,"1","1","Life Sciences","Travel_Rarely","Sales","Divorced","Sales Representative",99,427,25103
0,44,7879,19,3,3,9,3,3,2,2,4,2,3,4,1,1,8,7,6,7,"0","1","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",96,921,14810
0,35,4930,14,3,1,6,4,1,2,3,4,2,4,2,0,0,5,4,1,4,"1","1","Medical","Travel_Frequently","Research & Development","Single","Research Scientist",79,146,13970
0,43,7847,17,3,2,10,3,4,3,1,4,2,3,3,1,1,10,9,8,8,"1","1","Medical","Travel_Rarely","Sales","Married","Sales Executive",73,1179,6069
0,24,4401,16,3,1,5,3,3,1,4,3,9,3,4,1,1,5,3,0,4,"1","0","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",62,581,17616
0,41,9241,12,3,3,10,3,4,3,2,3,6,3,3,0,1,10,8,8,7,"1","0","Marketing","Travel_Rarely","Sales","Single","Sales Executive",35,918,15869
0,29,2974,17,3,1,9,4,4,2,3,3,9,3,3,1,9,5,3,1,2,"0","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",43,1082,25412
0,36,4502,15,3,2,17,4,3,2,3,4,2,2,3,0,3,13,7,6,7,"0","0","Life Sciences","Travel_Rarely","Sales","Single","Sales Representative",51,530,7439
0,45,10748,23,4,3,25,1,3,3,4,3,1,2,2,1,3,23,15,14,4,"1","0","Life Sciences","Non-Travel","Research & Development","Married","Healthcare Representative",74,1238,3395
1,24,1555,11,3,1,1,1,4,2,3,3,22,3,1,1,1,1,0,0,0,"1","0","Human Resources","Travel_Rarely","Human Resources","Married","Human Resources",58,240,11585
1,47,12936,11,3,4,25,3,3,3,3,3,9,1,1,0,7,23,5,14,10,"1","0","Life Sciences","Travel_Frequently","Sales","Married","Sales Executive",82,1093,24164
0,26,2305,15,3,1,3,4,4,3,3,3,17,4,1,3,1,3,2,0,2,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",62,390,6217
0,45,16704,11,3,4,21,2,4,2,3,2,28,3,2,0,1,21,6,8,6,"0","0","Technical Degree","Travel_Rarely","Research & Development","Single","Research Director",48,1005,17119
0,32,3433,13,3,1,10,3,1,3,1,3,10,2,3,1,6,5,2,1,3,"1","0","Life Sciences","Travel_Frequently","Research & Development","Married","Research Scientist",56,585,17360
0,31,3477,14,3,1,6,4,2,2,4,3,2,4,3,1,1,5,2,0,3,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",69,741,18103
0,41,6430,19,3,2,10,3,3,4,2,2,4,3,1,1,6,3,2,1,2,"1","0","Human Resources","Non-Travel","Human Resources","Married","Human Resources",60,552,20794
0,40,6516,16,3,2,18,2,2,3,2,1,8,3,3,1,2,1,0,0,0,"0","1","Life Sciences","Travel_Rarely","Research & Development","Married","Manufacturing Director",92,369,5041
0,24,3907,13,3,1,6,1,2,2,2,1,29,4,3,3,1,6,2,1,2,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",91,506,3622
0,46,5562,14,3,2,19,4,3,3,4,2,13,3,3,0,6,10,7,0,9,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Healthcare Representative",34,717,9697
0,35,6883,16,3,2,17,4,4,3,2,3,27,3,3,1,2,7,7,0,7,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manufacturing Director",49,1370,5151
0,30,2862,12,3,1,10,1,2,2,2,4,16,2,3,1,1,10,0,0,8,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",33,793,3811
0,47,4978,11,3,2,4,4,3,3,4,2,2,1,3,1,7,1,0,0,0,"1","0","Marketing","Non-Travel","Sales","Married","Sales Executive",87,543,3536
0,46,10368,12,3,3,13,3,3,5,2,4,2,2,3,1,4,10,6,0,3,"1","1","Life Sciences","Travel_Rarely","Sales","Divorced","Sales Executive",74,1277,5596
1,36,6134,13,3,2,16,5,2,3,2,1,13,3,2,3,5,2,2,2,2,"1","1","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",96,1456,8658
1,32,6735,15,3,2,10,2,1,2,2,2,1,3,1,0,6,0,0,0,0,"1","0","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",34,964,12147
0,23,3295,13,3,1,3,1,3,3,3,2,4,1,3,0,1,3,2,1,2,"0","0","Medical","Travel_Rarely","Research & Development","Single","Laboratory Technician",51,160,12862
0,31,5238,20,4,2,9,1,4,3,4,4,24,2,3,0,2,5,4,1,4,"0","0","Technical Degree","Travel_Frequently","Research & Development","Single","Manufacturing Director",30,163,6670
0,39,6472,15,3,2,9,3,4,2,4,4,1,3,3,1,1,9,8,5,8,"1","1","Life Sciences","Non-Travel","Research & Development","Married","Laboratory Technician",77,792,8989
0,32,9610,13,3,3,10,3,4,2,3,3,19,1,1,1,3,4,3,0,2,"1","0","Life Sciences","Travel_Rarely","Sales","Married","Sales Executive",80,371,3840
0,40,19833,14,3,5,21,4,2,3,2,2,7,2,3,0,1,21,8,12,8,"1","0","Medical","Travel_Rarely","Sales","Single","Manager",88,611,4349
0,45,9756,21,4,3,9,3,3,2,3,3,4,4,1,2,4,5,0,0,3,"0","0","Life Sciences","Travel_Rarely","Human Resources","Married","Human Resources",56,176,6595
0,30,4968,16,3,1,10,4,4,2,4,1,2,3,2,0,0,9,7,0,7,"0","0","Technical Degree","Travel_Frequently","Research & Development","Single","Research Scientist",78,1312,26427
0,24,2145,14,3,1,3,3,1,2,4,4,10,3,3,1,0,2,2,2,1,"1","0","Medical","Travel_Frequently","Human Resources","Married","Human Resources",59,897,2097
1,30,2180,11,3,1,6,3,3,0,3,4,8,2,2,1,6,4,2,1,2,"0","0","Human Resources","Travel_Frequently","Human Resources","Divorced","Human Resources",66,600,9732
0,31,8346,19,3,2,6,3,1,3,3,3,5,3,3,1,1,5,2,0,2,"1","0","Technical Degree","Travel_Rarely","Sales","Married","Sales Executive",51,1003,20943
0,27,3445,11,3,1,6,3,3,5,3,4,8,2,3,0,1,6,2,1,4,"0","0","Medical","Travel_Rarely","Research & Development","Single","Research Scientist",67,1054,6152
1,29,2760,13,3,1,2,3,2,3,3,2,9,3,1,0,1,2,2,2,2,"0","0","Marketing","Travel_Rarely","Sales","Single","Sales Representative",52,428,14630
0,29,6294,12,3,2,10,3,4,5,4,3,1,4,4,0,8,3,2,0,2,"1","1","Life Sciences","Travel_Frequently","Research & Development","Single","Healthcare Representative",70,461,23060
0,30,7140,11,3,3,12,2,3,2,1,1,15,3,2,1,2,7,7,1,7,"1","0","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",94,979,3088
0,34,2932,14,3,1,6,4,4,3,1,4,2,3,4,3,0,5,0,1,2,"1","1","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",97,181,5586
0,33,5147,15,3,2,13,3,4,2,4,2,2,2,3,0,8,11,7,1,7,"0","0","Marketing","Non-Travel","Sales","Single","Sales Executive",62,1283,10697
0,49,4507,12,3,2,8,4,4,1,3,4,11,4,3,0,3,5,1,0,4,"0","0","Marketing","Travel_Rarely","Sales","Single","Sales Executive",80,1313,8191
1,33,8564,20,4,3,11,3,1,2,3,1,16,2,3,0,2,0,0,0,0,"0","1","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",74,211,10092
0,38,2468,14,3,1,9,2,3,4,2,2,2,2,2,1,4,6,1,0,5,"0","0","Medical","Travel_Frequently","Research & Development","Married","Laboratory Technician",75,594,15963
1,31,8161,13,3,3,10,4,1,2,1,3,16,3,3,3,2,1,0,0,0,"1","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",70,1079,19002
0,29,2109,13,3,1,1,3,4,2,3,1,4,3,2,1,1,1,0,0,0,"0","0","Technical Degree","Travel_Rarely","Research & Development","Divorced","Research Scientist",91,590,10007
0,30,5294,16,3,2,10,3,3,3,3,3,16,3,4,1,3,7,0,1,7,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",58,305,9128
0,32,2718,14,3,1,12,4,2,3,2,2,5,3,3,0,2,7,7,0,7,"1","0","Technical Degree","Non-Travel","Research & Development","Single","Research Scientist",65,953,17674
0,38,5811,16,3,2,15,3,2,2,3,4,18,3,1,1,3,1,0,1,0,"1","1","Medical","Travel_Rarely","Research & Development","Married","Healthcare Representative",60,833,24539
1,43,2437,16,3,1,6,3,3,4,4,3,17,3,2,1,9,1,0,0,0,"1","1","Technical Degree","Travel_Frequently","Research & Development","Married","Research Scientist",38,807,15587
0,42,2766,22,4,1,7,3,2,6,2,2,12,2,3,3,8,5,3,0,4,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",57,855,8952
0,55,19038,12,3,5,34,3,3,2,2,1,2,3,2,3,8,1,0,0,0,"1","0","Medical","Travel_Rarely","Research & Development","Married","Research Director",60,478,19805
0,33,3055,15,3,2,11,3,4,2,4,2,4,2,3,2,5,9,8,1,7,"1","0","Technical Degree","Non-Travel","Research & Development","Divorced","Research Scientist",90,775,6194
0,41,2289,20,4,1,5,4,3,2,2,1,9,3,3,2,1,5,3,0,4,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",94,548,20520
0,34,4001,14,3,2,15,3,4,3,3,3,10,3,3,1,1,15,14,0,7,"1","1","Life Sciences","Non-Travel","Sales","Divorced","Sales Executive",87,1375,12313
0,53,12965,20,4,4,27,4,1,2,4,3,1,2,2,3,4,3,2,0,2,"0","1","Medical","Non-Travel","Research & Development","Married","Manufacturing Director",60,661,22308
0,43,3539,13,3,1,10,3,2,5,2,4,2,3,3,0,0,9,7,1,8,"1","0","Life Sciences","Travel_Rarely","Human Resources","Single","Human Resources",97,244,5033
0,34,6029,12,3,2,6,2,4,3,1,4,3,3,1,0,5,2,2,2,2,"0","0","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",32,511,25353
1,21,2679,13,3,1,1,1,2,3,2,2,7,3,3,0,1,1,0,1,0,"1","0","Marketing","Travel_Rarely","Sales","Single","Sales Representative",31,337,4567
0,38,3702,11,3,1,5,2,4,3,2,3,6,3,2,1,1,5,4,0,4,"0","0","Other","Travel_Rarely","Research & Development","Married","Laboratory Technician",40,1153,16376
1,22,2398,17,3,1,1,1,3,6,3,1,8,3,3,0,1,1,0,0,0,"0","1","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",79,1294,15999
0,31,5468,14,3,2,13,4,1,3,1,4,29,3,2,2,1,12,7,5,7,"0","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",91,196,13402
0,51,13116,11,3,3,15,3,1,2,4,3,3,3,3,0,2,2,2,2,2,"0","0","Technical Degree","Travel_Rarely","Research & Development","Married","Manager",53,942,22984
0,37,4189,14,3,2,5,2,2,2,1,2,9,3,2,2,1,5,2,0,3,"1","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",46,589,8800
0,46,19328,17,3,5,24,4,3,3,3,4,2,3,3,1,7,2,1,2,2,"1","1","Medical","Travel_Rarely","Research & Development","Divorced","Research Director",46,734,14218
0,36,8321,13,3,3,15,3,4,1,4,1,10,3,3,1,7,12,8,5,7,"1","1","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",90,1383,25949
1,44,2342,12,3,1,6,2,3,2,3,2,1,2,3,3,1,5,3,2,3,"1","1","Medical","Travel_Frequently","Research & Development","Divorced","Research Scientist",99,429,11092
0,37,4071,13,3,2,19,2,3,4,3,2,8,2,3,0,2,10,0,4,7,"1","0","Other","Travel_Rarely","Human Resources","Divorced","Human Resources",89,1239,12832
1,35,5813,18,3,2,10,3,3,2,4,4,27,3,3,0,1,10,7,7,7,"1","1","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",84,303,13492
0,33,3143,19,3,1,14,4,4,1,2,1,8,3,4,1,6,10,8,7,6,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",90,867,6076
0,28,2044,11,3,1,5,3,3,6,3,4,1,4,3,1,1,5,3,0,3,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",82,1181,5531
0,39,13464,21,4,3,9,1,3,3,3,3,10,3,3,0,7,4,3,2,2,"1","0","Medical","Travel_Rarely","Research & Development","Single","Research Director",65,1253,7914
0,46,7991,15,3,2,6,2,2,3,3,2,26,3,2,0,8,2,2,2,2,"1","0","Life Sciences","Non-Travel","Sales","Single","Sales Executive",98,849,25166
0,40,3377,17,3,1,7,2,3,5,4,1,2,2,3,1,4,4,3,0,2,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",99,616,25605
0,42,5538,18,3,2,10,3,2,2,3,1,13,2,4,2,5,0,0,0,0,"1","0","Medical","Travel_Rarely","Research & Development","Married","Healthcare Representative",95,1128,5696
0,35,5762,14,3,2,15,2,2,6,3,4,2,3,3,1,2,7,7,1,7,"1","0","Medical","Non-Travel","Research & Development","Divorced","Manufacturing Director",90,1180,24442
0,38,2592,13,3,1,13,3,1,3,4,2,2,3,3,3,5,11,10,3,8,"1","0","Human Resources","Non-Travel","Human Resources","Divorced","Human Resources",100,1336,7129
1,34,5346,17,3,2,11,4,4,3,3,1,9,2,3,1,4,7,1,0,7,"1","0","Life Sciences","Travel_Frequently","Research & Development","Married","Laboratory Technician",93,234,6208
1,37,4213,15,3,2,10,4,4,4,2,1,10,1,3,0,1,10,3,0,8,"1","0","Medical","Travel_Rarely","Research & Development","Single","Manufacturing Director",58,370,4992
0,39,4127,18,3,2,7,3,3,6,4,4,20,3,3,1,2,2,1,2,2,"1","0","Life Sciences","Travel_Frequently","Sales","Divorced","Sales Executive",83,766,19188
0,43,2438,13,3,1,7,3,1,2,3,3,9,2,3,0,4,3,2,1,2,"1","0","Life Sciences","Non-Travel","Research & Development","Single","Research Scientist",52,343,24978
0,41,6870,12,3,2,11,3,2,3,1,2,5,1,4,0,3,3,2,1,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Healthcare Representative",85,447,15530
0,41,10447,13,3,3,23,1,3,3,4,3,4,4,3,1,0,22,14,13,5,"0","1","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",81,796,26458
0,30,9667,14,3,3,9,3,1,3,2,3,10,3,3,0,9,7,7,0,2,"0","0","Medical","Travel_Rarely","Research & Development","Single","Manufacturing Director",64,1092,2739
1,26,2148,11,3,1,6,2,4,3,3,2,20,3,3,0,0,5,1,1,4,"0","1","Medical","Travel_Rarely","Human Resources","Married","Human Resources",69,920,6889
1,46,8926,22,4,2,13,2,4,2,4,2,21,4,3,1,4,9,7,3,7,"0","0","Medical","Travel_Rarely","Research & Development","Married","Healthcare Representative",66,261,10842
0,40,6513,17,3,2,12,3,3,3,4,4,1,3,3,1,4,5,3,0,3,"0","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Healthcare Representative",52,1194,9060
0,34,6799,21,4,2,10,2,2,5,3,3,8,3,4,2,1,10,8,4,8,"1","0","Technical Degree","Travel_Rarely","Sales","Married","Sales Executive",92,810,22128
0,58,16291,22,4,4,37,3,2,0,4,2,2,2,3,1,4,16,9,14,14,"1","0","Medical","Non-Travel","Sales","Divorced","Manager",52,350,22577
0,35,2705,16,3,1,6,4,2,2,2,3,23,4,1,1,0,5,4,0,3,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",91,185,9696
0,47,10333,12,3,3,28,3,3,4,3,2,4,3,2,1,8,22,11,14,10,"0","1","Life Sciences","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",92,1001,19271
0,40,4448,12,3,2,15,3,2,3,2,1,12,3,3,1,2,7,4,7,7,"0","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Healthcare Representative",47,750,10748
